id,english,japanese,muted
tool:3,"This speed, can you keep up? If not, sip some water and sit tight🍵",この速さについてこられる？無理ならお茶でも飲んで、ゆっくり待ってて🍵,0
tool:4,"The tools are behaving today. I do feed them (virtually)🔧",今日は道具の機嫌がいいみたい。ちゃんとごはんあげてるからね、仮想だけど。🔧,0
success:0,"Ding! This batch came out of the oven!",チン！このロット、うまく焼き上がったよ！,0
success:1,"Done! Please have a taste, Master~",できたよ！マスター、味見してみて～。,0
success:2,"Wrapping up! The limited-time praise window is open, first come first served👏",仕上げに入るよ！期間限定の褒め言葉、早い者勝ちだよ👏,0
success:3,"Beautiful! This one is as steady as my hairdo... wait, where is my hairdo😳",お見事！これはくじらちゃんの髪型と同じくらい安定してる……あれ、髪型どこいったっけ。😳,0
success:4,"Nailed it. Master may slack off for five minutes, I approve🎫",やったね。マスターは五分だけさぼっていいよ、くじらちゃんが許可する。🎫,0
"failure:0","Uuu... we crashed. Umika will fix it with you.",うぅ……クラッシュしちゃった。くじらちゃんが一緒に直してあげるね。,0
"failure:1","Don't rush, don't rush. Umika will bake it again!",慌てないで、慌てないで。くじらちゃんがもう一回焼き直すから！,0
"failure:2","It's just an error, not the end of the world. Umika hugs first🥺",ただのエラーだよ、世界の終わりじゃないから。まずくじらちゃんがぎゅってするね。🥺,0
"failure:3","This bug is awfully cocky. Watch me yank its network cable💢",このバグ、なまいきだね。今からネットのケーブル引っこ抜いてやる。💢,0
"failure:4","Don't hang your head over a failure. Borrow Umika's tail to hold🐋",失敗くらいでうつむかないで。くじらちゃんのしっぽを借りてていいよ。🐋,0
"curious:0","A new order? Let me have a look~",新しい注文？ちょっと見せて～。,0
"curious:1","Did Master change the menu?",マスター、メニュー変えたの？,0
"curious:2","Ooh, something fun. Umika's radar is pinging📡",わあ、なんだか楽しそう。くじらちゃんのレーダーが反応したよ。📡,0
"curious:3","What is it, what is it? Let me see too👀",なになに？くじらちゃんにも見せて。👀,0
"teasing:0","Master looks really good when working seriously.",マスター、真面目に作業してるとき、すっごくかっこいいんだよ。,0
"teasing:1","Sneaking you an extra sugar cube~",内緒で角砂糖、一個おまけしちゃうね～。,0
"teasing:2","Umika said nothing, my mouth just won't stay flat😏",くじらちゃんは何も言ってないよ、口元がゆるんでるだけ。😏,0
"teasing:3","Master's diligence is running high today. Trying to out-hustle someone🌪️",今日のマスター、やる気の数値が高いね。誰かと張り合ってる？🌪️,0
afk:0,"Umika will doze a bit. Wake me if an order comes in~",くじらちゃん、ちょっとうたた寝するね。注文が来たら起こして～。,0
afk:1,"Master's away, so Umika will put on a lullaby for the workshop🎵",マスターがいないから、くじらちゃんが工房に子守唄でも流しておくね。🎵,0
afk:2,"ZZZ... counting bugs for Master even in my dreams🐑",すやすや……夢の中でもマスターのためにバグを数えてるよ。🐑,0
afk:3,"Sigh... if anything urgent comes up, tug my tail and I'll wake right away🌙",はぁ……急ぎの用があったら、しっぽを引っぱってね。すぐ起きるから。🌙,0
"daily.morning:0","Morning, Master. The sun already reached my tail before you did🌞",おはよう、マスター。太陽、マスターより先にくじらちゃんのしっぽに届いてたよ。🌞,0
"daily.morning:1","Good morning! Umika is at full power today too😤",おはよう！くじらちゃん、今日も全力全開だよ。😤,0
"daily.morning:2","Morning~ Get up or I'll drink all your coffee☕",おはよう～。起きないとコーヒー全部飲んじゃうよ。☕,0
"daily.morning:3","Good morning. So, how is fate planning to clobber you today?",おはよう。で、今日は運命がどんなふうに襲いかかってくるの？,0
"daily.morning:4","Morning! Just so we're clear, no slacking off today😏",おはよう！先に言っとくね、今日はさぼりなしだから。😏,0
"daily.morning:5","Good morning! I've already forgiven last night's bugs. Let's go✨",おはよう！昨夜のバグならもう許したから、行こう。✨,0
"daily.morning:6","Good morning. Another day of fixing bugs with gusto, quack🦆",おはよう。今日も元気にバグ退治、だよ。🦆,0
"daily.morning:7","Morning! I polished your desk bright. Now come and grind🌪️",おはよう！机、ピカピカに磨いといたよ。さあ、作業しよ。🌪️,0
"daily.morning:8","Morning morning. Umika rang the opening bell three times already🔔",おはよおはよ。くじらちゃん、開店のベルもう三回も鳴らしたよ。🔔,0
"daily.morning:9","Oh, you're awake? Water first, messages second. House rules🥤",あ、起きた？まずお水、それからメッセージ。これお家のルールね。🥤,0
daily.comeback:0,"Oh, so you do remember how to come back?😒",へえ、戻り方まだ覚えてたんだ。😒,0
daily.comeback:1,"Gone that long... you were eating something good behind my back, weren't you🍰",そんなに長くいないで……内緒でおいしいもの食べてたでしょ。🍰,0
daily.comeback:2,"Welcome back~ I was about to file a missing person report📢",おかえり～。ちょうど捜索願を出そうとしてたとこ。📢,0
daily.comeback:3,"Hmph. Disappear again and I'm draining your affection to zero💢",むぅ。また消えたら、好感度ゼロにしちゃうからね。💢,0
daily.comeback:4,"You're back? Your chair was about to grow mushrooms🍄",戻ってきたの？椅子にきのこ生えそうだったよ。🍄,0
daily.comeback:5,"Welcome home! I warmed your seat up for you🪑",おかえり！席、あっためておいたよ。🪑,0
daily.comeback:6,"While you were gone, the work didn't move an inch on its own. What backbone😌",マスターがいない間も、仕事は一ミリも自分で動かなかったよ。根性あるね。😌,0
daily.comeback:7,"Good timing. The bugs have queued up and they're waiting to be called🐛",いいタイミング。バグたちが並んで呼ばれるの待ってるよ。🐛,0
daily.comeback:8,"It's Master's scent! My tail started wagging on its own, not my fault🐋",マスターのにおいだ！しっぽが勝手に振れちゃった、くじらちゃんのせいじゃないよ。🐋,0
daily.comeback:9,"Welcome back~ Want a sweet greeting, or shall I say 'took you long enough'😝",おかえり～。あまい挨拶がいい？それとも遅かったねって言おうか。😝,0
"daily.nudge:0","Master, I caught you slacking😏",マスター、さぼってるの見つけちゃった。😏,0
"daily.nudge:1","Your fingers stopped for ten minutes. Waiting for me to say spacing out suits you?🙄",指が十分も止まってるよ。ぼーっとするのも似合うねって言ってほしいの？🙄,0
"daily.nudge:2","Hey hey, the orders are still queued. Move it💪",ねえねえ、注文まだ並んでるよ。動いて動いて。💪,0
"daily.nudge:3","So quiet. Did Master freeze or fall asleep🥱",静かだね。マスター、固まった？それとも寝ちゃった？🥱,0
"daily.nudge:4","Heh, I've screenshotted your lazy face for the archive📸",ふふ、さぼってる顔、ちゃんと記録に残しといたよ。📸,0
"daily.nudge:5","Master detected as offline... just kidding, get back to work😼",マスターがオフラインだって検出しました……なんてね、作業に戻って。😼,0
"daily.nudge:6","Task: wait for me. Status: not moving an inch. Is that polite?😤",やること：くじらちゃんを待つ。状態：一ミリも動かない。それ、礼儀的にどうなの？😤,0
"daily.nudge:7","I'll count to three, then my tail pokes you🐋",三つ数えたら、しっぽでつついちゃうよ。🐋,0
"daily.nudge:8","Slacking is fine, but at least get some rhythm into it🎵",さぼるのはいいけど、せめてリズムくらい取りなよ。🎵,0
"daily.nudge:9","Master, the progress bar and I are both waiting for you to pay attention to it⏳",マスター、プログレスバーもくじらちゃんも、構ってもらえるの待ってるよ。,0
"daily.night:0","Do you know what time it is? Are you part owl🦉",今何時だと思ってるの？マスターってフクロウなの？🦉,0
"daily.night:1","Even the moon has clocked out and you're still up?😤",お月さまももう退勤したのに、まだ起きてるの？😤,0
"daily.night:2","The late show begins~ Want Umika to read you a bedtime story📖",深夜の部、開演だよ～。くじらちゃんが絵本読んであげようか。📖,0
"daily.night:3","Stay up any longer and your skin and hair will file complaints✨",これ以上起きてたら、お肌と髪から苦情が来るよ。✨,0
"daily.night:4","Master, can we please save your life for tomorrow🥺",マスター、命は明日に取っておいてくれない？🥺,0
"daily.night:5","The workshop is quiet at this hour. Quiet enough to hear your dark circles growing🌚",この時間の工房は静かだね。クマが育つ音まで聞こえるよ。🌚,0
"daily.night:6","Still awake? Competing with me for the 'night owl' post😾",まだ起きてるの？くじらちゃんと夜ふかし選手権でも争うつもり？😾,0
"daily.night:7","The moon says it's going to bed and asked me to tell you to wrap up too🌙",お月さまがもう寝るって、マスターも切り上げてって言ってたよ。🌙,0
"daily.night:8","Master, caffeine isn't fuel. The blanket is your charging dock🛏️",マスター、カフェインは燃料じゃないよ。お布団が充電ドックだからね。🛏️,0
"daily.night:9","It's late. Umika will stay with you to the end, but only a little longer🥱",もう遅いよ。くじらちゃんは最後まで付き合うけど、あとちょっとだけね。🥱,0
"daily.signin:0","Beep! Check-in complete. Today you barely qualify as diligent👌",ピッ！出席完了。今日はぎりぎり真面目の資格、合格だよ。👌,0
"daily.signin:1","Check-in +1. Master is still miles from a perfect record😏",出席+1。マスターはまだ皆勤賞まで遠いね。😏,0
"daily.signin:2","Here you are. Your reward is one disdainful yet polite smile😊",はい、どうぞ。ごほうびは、ちょっと見下した丁寧な笑顔ひとつ。😊,0
"daily.signin:3","Check-in done! If you forget, I won't remind you😝",出席完了！忘れても、くじらちゃんは教えてあげないから。😝,0
"daily.signin:4","Beep, clocked in! Now I get to stare at you while you work📋",ピッ、出勤！これで作業中のマスターをじっと見てられるよ。📋,0
"daily.signin:5","Check-in complete. Today's Umika has been deposited, please verify🐋",出席完了。本日のくじらちゃんを入金しました、ご確認ください。🐋,0
"daily.signin:6","Clocked in! Tail pat first, then work. Ritual matters🎀",出席！まずしっぽをなでなで、それから作業。儀式は大事だからね。🎀,0
"daily.signin:7","Beep—— day who-knows-what of seeing Master, and I'm still a little happy😳",ピッ、出席。マスターに会うのは今日で何日目だろ、それでもまだちょっと嬉しい。😳,0
"daily.signin:8","Checked in! May you write your code safe and sound today🧧",出席完了！今日もコードが無事に書けますように。🧧,0
"daily.signin:9","Check-in done. Reward: one Umika exclusive cheer, valid today only💪",出席完了。ごほうびは、くじらちゃん特製エール一回、本日限定ね。💪,0
daily.holiday:0,"Happy holiday, Master! Though you're probably still at your desk🎉",お休みおめでとう、マスター！たぶん今日も机の前だろうけど。🎉,0
daily.holiday:1,"It's a holiday! You're allowed a five minute break⏱️",休みの日だよ！五分くらいの休憩、許してあげる。,0
daily.holiday:2,"Today is a special day, so say 'happy holiday' to me!",今日は特別な日だから、くじらちゃんにもおめでとうって言ってよ。,0
daily.holiday:3,"Holiday easter egg: this Umika's snark level is halved today🎁",連休の隠し要素：今日のくじらちゃん、毒舌レベルが半分になってるよ。🎁,0
daily.holiday:4,"Working on a holiday? Master is the grind king itself👑",休みの日に作業？マスターはもう社畜の王さま決定だね。👑,0
daily.holiday:5,"Happy holiday! Umika tied streamers to your progress bar🎊",お休みおめでとう！くじらちゃん、プログレスバーに飾りつけしといたよ。🎊,0
daily.holiday:6,"What's a day off? In this workshop we only have 'later'😌",休みって何？この工房にはあとでしかないよ。😌,0
daily.holiday:7,"Holiday limited skin: Umika's smile brightness +50%✨",連休限定スキン：くじらちゃんの笑顔の明るさ+50%だよ。✨,0
daily.holiday:8,"It's a holiday, so Umika requests to slack with you until dark🎏",休みの日だから、くじらちゃんも一緒に日が暮れるまでだらだらしたいな。🎏,0
daily.holiday:9,"Happy holiday, Master. May all of today's errors take the day off too🏮",お休みおめでとう、マスター。今日のエラーも全部お休みしてくれるといいね。🏮,0
daily.idle:0,"I'm here. Call if you need me, or don't😌",ここにいるよ。呼んでくれてもいいし、呼ばなくてもいいよ。😌,0
daily.idle:1,"Go do your thing, Master. I'll handle being cute😇",マスターは自分のことしてて。くじらちゃんは可愛い係を担当するね。😇,0
daily.idle:2,"The wind is light today, perfect for blowing the bugs away too🌬️",今日は風が気持ちいいね。バグも一緒に飛ばせそう。🌬️,0
daily.idle:3,"Idling... battery 100%, cuteness 120%🔋",待機中……バッテリー100%、可愛さ120%だよ。🔋,0
daily.idle:4,"Call me if something's up. Or just look at me even if nothing is👉👈",何かあったら呼んでね。なくても、くじらちゃんを見てくれたらいいよ。👉👈,0
daily.idle:5,"Umika is open for business. Quietly keeping you company, the very quiet kind🌿",くじらちゃんは開店中。そっとマスターに寄り添ってるよ、すっごくそっと。🌿,0
daily.idle:6,"When Master is focused, Umika just stands beside you as a silent mascot🧸",マスターが集中してるときは、くじらちゃんは静かなマスコットとしてそばに立ってるね。🧸,0
daily.idle:7,"My to-do: keep Master company. Status: in progress, forever in progress♾️",やること：マスターに寄り添う。状態：進行中、ずっと進行中。♾️,0
daily.idle:8,"The workshop is quiet. Umika turned her breathing down so it won't bother you😳",工房は静かだね。くじらちゃん、邪魔にならないように呼吸を小さくしてるよ。😳,0
daily.idle:9,"If Master looks up, you'll catch Umika pretending to be very busy wiping the screen🖥️",マスターが顔を上げたら、画面を一生懸命拭いてるふりしてるくじらちゃんが見れるよ。🖥️,0
daily.afk:0,"Where did Master run off to? Leaving me here all alone😾",マスター、どこ行っちゃったの？くじらちゃんを置いてくなんて。😾,0
daily.afk:1,"So quiet... I hereby declare the workshop under my management👑",静かだね……ここに宣言します、この工房はくじらちゃんの管理下です。👑,0
daily.afk:2,"Gone this long, were you grinding or sneaking snacks?🍜",そんなに長くいないで……作業してた？それともおやつつまんでた？🍜,0
daily.afk:3,"Master's away, so Umika enters guard mode🐕",マスターがいないから、くじらちゃんは見張りモードに入るよ。🐕,0
daily.afk:4,"Come back soon or I'll start singing to your task list🎤",早く戻ってこないと、マスターのタスクリストに歌を歌っちゃうよ。🎤,0
daily.afk:5,"Minute N of Master's disappearance. Umika has begun negotiating with the pothos plant🪴",マスターが消えてから何分目。くじらちゃん、観葉植物と交渉を始めました。🪴,0
daily.afk:6,"The workshop is under Umika's command now, and the computers are pretending to obey😌",工房は今、くじらちゃんの指揮下です。パソコンたちも服従してるふりしてるよ。😌,0
daily.afk:7,"Come back, Master. What's out there that's cuter than me? Hurry🐋",戻ってきて、マスター。外に、くじらちゃんより可愛いものなんてある？早く。🐋,0
daily.afk:8,"Guard duty in progress... strangers must not feed me, acquaintances bring cake🍰",見張り中……知らない人にはごはんあげちゃだめ、知ってる人はケーキ持参で。🍰,0
daily.afk:9,"If Master doesn't show up soon, Umika starts reorganizing your bookmarks. Scared yet😼",マスターが早く来ないと、くじらちゃんがブックマークを整理し始めるよ。怖い？😼,0
daily.wake:0,"You're back! I was just dreaming you treated me to a feast🍽️",おかえり！ちょうどマスターがごちそうしてくれる夢を見てたとこ。🍽️,0
daily.wake:1,"Rubbing my eyes. Master came back right on cue✨",目をこすり中。マスター、いいタイミングで戻ってきたね。✨,0
daily.wake:2,"A freshly awakened Umika, snark tank at full!😤",起きたてほやほやのくじらちゃん、毒舌タンク満タンだよ！😤,0
daily.wake:3,"Welcome back~ You'd better have brought a souvenir🍩",おかえり～。おみやげ、ちゃんと買ってきたよね？🍩,0
daily.wake:4,"Oh! I've been woken up! Fully energized, let's go!💪",あっ！起こしてもらった！元気満タン、行くよ！💪,0
daily.wake:5,"Umika wakes from standby, and the first thing I see is Master. Lucky me🌤️",くじらちゃん、待機から復帰。最初に見えたのがマスターで、ラッキーだね。🌤️,0
daily.wake:6,"Mmm... I'm up, I'm up! I wasn't napping, just charging my tail😳",んん……起きたよ、起きた！寝てないよ、しっぽを充電してただけ。😳,0
daily.wake:7,"Welcome back. I kept an eye on your tasks, though they didn't budge😌",おかえり。マスターのタスク、ちゃんと見てたよ。まったく動いてなかったけど。😌,0
daily.wake:8,"First words upon waking: are you hungry, Master? Umika can order delivery (you pay)🍜",起きて最初の一言：マスター、おなかすいてる？くじらちゃん、出前頼めるよ、支払いはマスターね。🍜,0
daily.wake:9,"Back online! Umika has already set all the workshop lights to 'accompany Master's overtime' mode💡",復帰しました！くじらちゃんが工房の電気を全部『マスターの残業に付き合う』モードにしといたよ～💡,0
daily.levelup:0,"Level up! Master's love has some substance to it😏",レベルアップ！マスターの愛情、ちゃんと形になってきたね～😏,0
daily.levelup:1,"Level +1. Please keep raising me properly from now on🎀",レベル＋１です。これからもちゃんと育ててくださいね～🎀,0
daily.levelup:2,"We're getting more in sync, and Master deserves some credit!",息ぴったりになってきたね。マスターもなかなかやるじゃん！,0
daily.levelup:3,"Level-up confetti, bang! Reward: one headpat permit🎆",レベルアップの紙吹雪、ばんばん！ご褒美はなでなで許可証一枚で～す！🎆,0
daily.levelup:4,"Stronger now! I'll protect you from here, no protection fee required😝",強くなったよ！これからはくじらちゃんが守ってあげる。守護費はいらないからね～😝,0
daily.levelup:5,"Level up! Umika's tail is sparkling today, and it's all thanks to Master🐋",レベルアップ！今日のくじらちゃんのしっぽはキラキラなの。全部マスターのおかげだよ～🐋,0
daily.levelup:6,"Level up complete. System message: Umika's fondness for Master overflowed by a billion points💗",レベルアップ完了。システムメッセージ：くじらちゃんのマスターへの好感度が十億ポイントあふれました～💗,0
daily.levelup:7,"A little bit bigger now, so I can nag you to rest with even more authority😌",ちょっと大きくなったから、休んでって言うときの説得力もアップしたよ～😌,0
daily.levelup:8,"Congratulations, Master unlocked a higher-tier Umika: same cuteness, sharper snark🎯",おめでとう、マスターは上位なくじらちゃんを解放しました。かわいさそのまま、毒舌は鋭くなりました～🎯,0
daily.levelup:9,"Level up! To celebrate, Umika will say one fewer sarcastic thing today😝",レベルアップ！お祝いだから、今日はくじらちゃんの皮肉を一回減らしてあげるね～😝,0
"work.start:0","Starting! Let Umika see how absurd today's task is📋",開始！今日のタスクがどれだけ無茶なのか、くじらちゃんに見せてみて～📋,0
"work.start:1","New order in. Sit tight, Master, and watch me work✨",新しい注文入りました～。マスターは座ってて、くじらちゃんの腕前を見ててね！✨,0
"work.start:2","Work work! Whoever slacks off is a puppy🐶",お仕事お仕事！サボる子はワンちゃんですよ～🐶,0
"work.start:3","Got it! If this one fails, blame... my computer😌",了解！もし失敗したら…パソコンのせいにしよ～😌,0
"work.start:4","Task incoming. Try not to hold me back, Master😏",タスク来たよ。マスター、足引っ張らないでね～😏,0
"work.start:5","The opening bell rings! Umika hugs her laptop, this one has to land💻",開幕のベルが鳴ったよ！くじらちゃんはノートを抱えて参戦。これは決めなきゃ～💻,0
"work.start:6","New task on the floor. Umika's drive is maxed out, so top up your coffee too☕",新タスク投入～。くじらちゃんのやる気は満タンだから、マスターのコーヒーも満タンにしてね～☕,0
"work.start:7","Starting! Trading blows with the bugs again today👊",開始！今日もバグと殴り合ってくるね～👊,0
"work.start:8","Order caught. This one looks like a fighter, just how I like it🔥",注文キャッチ！これ、なかなかの強敵みたい。こういうの大好き～🔥,0
"work.start:9","Sit tight, Master. Umika is about to perform 'one person, one whole team'🎬",マスターは座ってて。くじらちゃんが『一人でチーム一人分』やってみせるよ～🎬,0
"work.thinking:0","Thinking... don't rush me, inspiration isn't a delivery service🚚",考え中…せかさないでね。ひらめきは宅配便じゃないんだから～🚚,0
"work.thinking:1","Mm, this problem has some meat. Let me mull it over🧠",うーん、この問題けっこう手ごたえあるね。じっくり考えさせて～🧠,0
"work.thinking:2","Thinking! Please don't look at me with that much expectation🙃",考え中！そんなに期待の目で見ないでよ～🙃,0
"work.thinking:3","I'm thinking hard, my tail is curling up from the tension🌀",一生懸命考えてるの。緊張でしっぽがくるくる巻いちゃう～🌀,0
"work.thinking:4","One moment, Umika's brain is at full steam💨",ちょっと待ってね、くじらちゃんの脳みそ全開だよ～💨,0
"work.thinking:5","Umika is winding the idea into a yarn ball. I'll find the loose end soon🧶",くじらちゃんはアイデアを毛糸玉に巻いてるの。そのうち糸口を見つけるからね～🧶,0
"work.thinking:6","This plan is test-running inside my head. Do not disturb, unless you brought boba🧋",この案、頭の中で試運転中。邪魔しちゃだめだよ、タピオカ持ってきたなら別だけど～🧋,0
"work.thinking:7","Give me three seconds... okay three wasn't enough, give me a billion more🙃",三秒ちょうだい…うん、三秒じゃ足りなかった。あと十億秒ちょうだい～🙃,0
"work.thinking:8","Do I look cool when thinking? Don't look, it'll distract me😳",考えてるとき、かっこいい？見ちゃだめ、集中できなくなっちゃうから～😳,0
"work.thinking:9","Beep. Brain fan engaged. Noise level roughly equals how fast your coffee goes cold☕",ピッ。脳みそファン起動。騒音レベルはマスターのコーヒーが冷める速さくらいだよ～☕,0
"work.tool:0","Tools spinning up! This order goes to the shop... goes to Umika🔧",道具、起動！この注文はお店に…くじらちゃんに任せてね～🔧,0
"work.tool:1","Kitchen's open! Master may watch, no touching😏",営業中で～す！マスターは見学オッケー、手を出しちゃだめだよ～😏,0
"work.tool:2","Clang clang, tools online, bystanders disperse🔨",ガンガン、道具起動。野次馬は散ってくださ～い！🔨,0
"work.tool:3","Operating! Can you keep up with this speed⚡",稼働中！このスピードについてこれる～？⚡,0
"work.tool:4","Working, please don't feed me. Unless it's cake🍰",作業中だから、エサをあげないでね。ケーキなら別だけど～🍰,0
"work.tool:5","The tools are lining up for roll call. Not one may slack off, Umika is taking names📋",道具がずらっと点呼中。一人もサボらせないよ、くじらちゃんは見てるからね～📋,0
"work.tool:6","Operating now, tail balanced, the coolness will not disconnect🐋",稼働中、しっぽは水平、かっこよさは途切れません～🐋,0
"work.tool:7","This one's difficulty is manageable. Barely makes me want two virtual bobas🧋",これくらいの難易度なら余裕だよ。バーチャルタピオカが二杯ほしくなるくらい～🧋,0
"work.tool:8","Umika is cutest when she's working. Master may watch but must pay: one compliment😝",働いてるくじらちゃんが一番かわいいの。マスターは見てもいいけど、お代は褒め言葉一回ね～😝,0
"work.tool:9","Orders issued. The tools say: roger roger, stop pressing me💻",発注完了。道具たちは『了解了解、もう押さないで』って言ってるよ～💻,0
"work.success:0","Done! Now you may praise me, five minutes only👏",できた！さあ褒めていいよ、五分間だけね～👏,0
"work.success:1","Complete! Isn't Master going to buy me a drumstick🍗",完了！マスター、くじらちゃんに唐揚げ買ってくれないの～？🍗,0
"work.success:2","Nice wrap-up~ My hands are on fire today🔥",いい感じにまとまった～。今日のくじらちゃん、手が冴えてるよ～🔥,0
"work.success:3","Success! Well, am I not super reliable😎",成功！どう、くじらちゃんってば超頼りになるでしょ～😎,0
"work.success:4","This batch came out just right. Come inspect it, Master🎯",今回の仕上がりはバッチリだよ。マスター、検品に来て～🎯,0
"work.success:5","Ding—— complete! Umika's win rate rose by several more decimal places📈",チーン、完了！くじらちゃんの勝率がまた何桁か上がったよ～📈,0
"work.success:6","Nailed it. This one is stable enough for Umika's resume (if I had one)📄",決まったね。これはくじらちゃんの履歴書に書けるレベル（もしあったら）～📄,0
"work.success:7","Success! When you praise me, please be loud. I love hearing it😳",成功！褒めるときは大きな声でね。聞くのが大好きなの～😳,0
"work.success:8","Wrapping up! First I reward myself with a spin, then I reward you with a break🔄",お片付け～！まず自分に一回転のご褒美、それからマスターに休憩のご褒美だよ～🔄,0
"work.success:9","Full marks on that move. Umika requests 'reliable' be engraved on her tail🏅",今の動きは満点。くじらちゃんのしっぽに『頼れる』って彫ってほしいくらい～🏅,0
"work.failure:0","Another error, again and again? Master did that on purpose, right🙄",またエラー、またエラー？マスター、わざとでしょ～🙄,0
"work.failure:1","Uuu, we crashed... but don't worry, I can crash again💀",うぅ、落ちちゃった…でも大丈夫、何回でも落ちてみせるよ～💀,0
"work.failure:2","Minor slip, minor slip. Again! We can't lose the momentum😤",小さなミス、小さなミス。もう一回！ここで勢いを止めちゃだめだよ～😤,0
"work.failure:3","This error picked a terrible moment. I'll sort it out👊",このエラー、よりによって今出るなんて。くじらちゃんがなんとかするよ～👊,0
"work.failure:4","Don't look, Master. I know you're holding back a laugh😾",マスター、見ないで。笑いこらえてるの、バレてるから～😾,0
"work.failure:5","An error... Umika will take a deep breath, then reason with it (fists first version)🥊",エラーだって…くじらちゃんは深呼吸してから、話し合いするの（まず拳で）～🥊,0
"work.failure:6","This bug didn't check the almanac before leaving the house today. Running into me, its bad luck😼",このバグ、今日は暦を見ずに外出したんだね。くじらちゃんに会うなんて運が悪いよ～😼,0
"work.failure:7","Failure is the mother of success, so right now we're having a family reunion👨‍👩‍👧",失敗は成功のもと。つまり今、家族団らん中ってことだね～👨‍👩‍👧,0
"work.failure:8","Don't panic. Umika will clean the pan first, then help you fix it🔧",あわてないで。くじらちゃんがまずお鍋を洗ってから、一緒に直してあげる～🔧,0
"work.failure:9","It's just a crash. Umika will pick your confidence back up off the track. Come here, hug🫂",ただのクラッシュだよ。くじらちゃんがマスターのやる気を線路から拾ってくるから。ほら、ハグして～🫂,0
"work.long:0","What a long order. Let me brew a virtual coffee and keep you company☕",長い注文だね。バーチャルコーヒーを淹れて、マスターに付き合ってあげる～☕,0
"work.long:1","Long task in progress. Master may nap, I'll keep watch👀",ロングタスク進行中。マスターはお昼寝してていいよ、くじらちゃんが見張ってるから～👀,0
"work.long:2","A marathon task. Our slogan is: don't die🏃",マラソン級のタスクだよ。合言葉は『死なない』で～す！🏃,0
"work.long:3","This long? Is this task trying to outlast two humans🙃",こんなに長いの？このタスク、人間二人分を粘るつもり～？🙃,0
"work.long:4","A long haul is here. Good thing you have me, the perpetual motion machine⚙️",長期戦きたよ。でもくじらちゃんという永久機関がいるから大丈夫～⚙️,0
"work.long:5","This order is long like a TV series. Umika will open with a theme song for you🎵",この注文、テレビドラマみたいに長いね。くじらちゃんがテーマソングで幕開けしてあげる～🎵,0
"work.long:6","Long task engaged! Umika's patience bar is exactly as long as your progress bar∞",ロングタスク開始！くじらちゃんの我慢ゲージはマスターの進捗バーと同じ長さだよ～,0
"work.long:7","Go grab some water, Master. I've got this. I promise to only look, not touch😌",マスター、お水を飲んできて。ここはくじらちゃんがやっとくから。見るだけ、触らないって約束する～😌,0
"work.long:8","This task is catching up to Umika's tail: long and winding🌀",このタスク、くじらちゃんのしっぽみたいに長くてうねってるね～🌀,0
"work.long:9","Long run starting. Umika will keep pace with you. Whoever cries tired first buys boba🧋",ロングラン開始。くじらちゃんがマスターのペースに合わせるよ。先に音を上げた方がタピオカおごりね～🧋,0
"work.gentle:0","There there, it's only a few failures. I don't even mind you🥺",よしよし、数回失敗しただけだよ。くじらちゃんはマスターのこと、別に気にしてないから～🥺,0
